title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,source
Baby Don'T Lie,Gwen Stefani,6NrkmjgXaqvP3JnXtqTXQp,0.634,0.724,5,-5.842,0,0.0546,0.00499,0.000193,0.0732,0.309,148.024,audio_features,7aaeZpSr54XQKSwMYO5JeH,spotify:track:7aaeZpSr54XQKSwMYO5JeH,https://api.spotify.com/v1/tracks/7aaeZpSr54XQKSwMYO5JeH,https://api.spotify.com/v1/audio-analysis/7aaeZpSr54XQKSwMYO5JeH,263716,4,N
Run Me Dry,Bryson Tiller,01Die61OY3jd9zqWiLm1hW,0.813,0.46,8,-11.338,0,0.103,0.727,0.875,0.11,0.319,123.522,audio_features,0iianUWf1JKzqt8bQoq38J,spotify:track:0iianUWf1JKzqt8bQoq38J,https://api.spotify.com/v1/tracks/0iianUWf1JKzqt8bQoq38J,https://api.spotify.com/v1/audio-analysis/0iianUWf1JKzqt8bQoq38J,189802,4,N
Wild Side,Normani,2smDPFcFsLTxDrckkOL2gR,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,audio_features,7MooGz4ZPE4bNxjFegR6Jx,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,https://api.spotify.com/v1/tracks/7MooGz4ZPE4bNxjFegR6Jx,https://api.spotify.com/v1/audio-analysis/7MooGz4ZPE4bNxjFegR6Jx,289440,4,N
Things Change,Bryson Tiller,3Z3i5pZ08sB7ULOpHGXq3y,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,audio_features,1snNAXmmPXCn0dkF9DaPWw,spotify:track:1snNAXmmPXCn0dkF9DaPWw,https://api.spotify.com/v1/tracks/1snNAXmmPXCn0dkF9DaPWw,https://api.spotify.com/v1/audio-analysis/1snNAXmmPXCn0dkF9DaPWw,282813,4,N
Ready,Lil Baby,01JMnRUs2YOK6DDpdQASGY,0.916,0.445,7,-7.143,1,0.571,0.0179,1.84e-06,0.381,0.0519,140.124,audio_features,2MvxhedNhxhj32eVQJnmII,spotify:track:2MvxhedNhxhj32eVQJnmII,https://api.spotify.com/v1/tracks/2MvxhedNhxhj32eVQJnmII,https://api.spotify.com/v1/audio-analysis/2MvxhedNhxhj32eVQJnmII,128496,4,N
Mercedes,Brent Faiyaz,10qFopUdKen131UHrgje2b,0.216,0.953,4,-7.691,0,0.2,0.000858,0.457,0.442,0.255,152.913,audio_features,33bvscbyF6Rrt4s8LGFDuL,spotify:track:33bvscbyF6Rrt4s8LGFDuL,https://api.spotify.com/v1/tracks/33bvscbyF6Rrt4s8LGFDuL,https://api.spotify.com/v1/audio-analysis/33bvscbyF6Rrt4s8LGFDuL,425623,4,N
Lucky,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,0.931,0.601,1,-6.177,1,0.0962,0.000664,0.0,0.101,0.324,130.052,audio_features,3NePcWUd06ujQFcphqN5zt,spotify:track:3NePcWUd06ujQFcphqN5zt,https://api.spotify.com/v1/tracks/3NePcWUd06ujQFcphqN5zt,https://api.spotify.com/v1/audio-analysis/3NePcWUd06ujQFcphqN5zt,127400,4,N
Carolina,Harry Styles,6YQxt0WH2X5qRhe1yOI64B,0.937,0.589,1,-8.871,1,0.479,0.192,0.0,0.102,0.891,100.995,audio_features,4wCorOh6T4D5agXHwt5ZqW,spotify:track:4wCorOh6T4D5agXHwt5ZqW,https://api.spotify.com/v1/tracks/4wCorOh6T4D5agXHwt5ZqW,https://api.spotify.com/v1/audio-analysis/4wCorOh6T4D5agXHwt5ZqW,194859,4,N
Chamber Of Reflection,Mac Demarco,4fMbyjYv5sjZldSsZWG0hp,0.894,0.625,8,-6.703,1,0.302,0.158,0.0,0.171,0.428,150.026,audio_features,2wz3OO7ndJQj15z3drwKkf,spotify:track:2wz3OO7ndJQj15z3drwKkf,https://api.spotify.com/v1/tracks/2wz3OO7ndJQj15z3drwKkf,https://api.spotify.com/v1/audio-analysis/2wz3OO7ndJQj15z3drwKkf,168160,4,N
All Night Parking,Adele,1p3RlfMwnyB2dHptgYMxmP,0.697,0.86,11,-5.181,1,0.43,0.0368,0.0,0.0721,0.433,160.895,audio_features,6SmPPtaMnfxgz5duA6t9Cu,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,https://api.spotify.com/v1/tracks/6SmPPtaMnfxgz5duA6t9Cu,https://api.spotify.com/v1/audio-analysis/6SmPPtaMnfxgz5duA6t9Cu,263920,4,N
Body Moves,Dnce,2MOCxXOCRM6M7aBfCAn410,0.344,0.438,11,-15.4,0,0.0307,0.116,0.917,0.13,0.039,185.998,audio_features,4II6lD2v0kyKr4NSqTAZuR,spotify:track:4II6lD2v0kyKr4NSqTAZuR,https://api.spotify.com/v1/tracks/4II6lD2v0kyKr4NSqTAZuR,https://api.spotify.com/v1/audio-analysis/4II6lD2v0kyKr4NSqTAZuR,207377,3,N
This Town,Kygo,12GEpg2XOPyqk03JZEZnJs,0.479,0.354,10,-11.043,0,0.0474,0.833,0.00162,0.422,0.175,143.887,audio_features,57Y8QOuSrM9hGpRARGPY1P,spotify:track:57Y8QOuSrM9hGpRARGPY1P,https://api.spotify.com/v1/tracks/57Y8QOuSrM9hGpRARGPY1P,https://api.spotify.com/v1/audio-analysis/57Y8QOuSrM9hGpRARGPY1P,328840,4,N
Drew Barrymore,Sza,4Ni8k94lpdC6gzjXtUdzVw,0.658,0.747,8,-6.567,0,0.0971,0.138,0.0,0.129,0.326,120.073,audio_features,0SZPXD0uEl72YjUVY2K3E9,spotify:track:0SZPXD0uEl72YjUVY2K3E9,https://api.spotify.com/v1/tracks/0SZPXD0uEl72YjUVY2K3E9,https://api.spotify.com/v1/audio-analysis/0SZPXD0uEl72YjUVY2K3E9,164268,4,N
Sugar,Robin Schulz,1AAW9mwRv9IILxuHCgUVCM,0.929,0.54,0,-9.921,1,0.267,0.0139,0.0,0.0687,0.718,97.489,audio_features,2rcDU3Uc8c4PttdJCjGSVF,spotify:track:2rcDU3Uc8c4PttdJCjGSVF,https://api.spotify.com/v1/tracks/2rcDU3Uc8c4PttdJCjGSVF,https://api.spotify.com/v1/audio-analysis/2rcDU3Uc8c4PttdJCjGSVF,120790,4,N
"1 Step Forward, 3 Steps Back",Olivia Rodrigo,5RvQ3CHvk2RUXbb27a55Cg,0.736,0.179,10,-16.785,0,0.101,0.109,2.42e-06,0.0786,0.297,157.904,audio_features,3e0XiEMkxI3ZVXHFzvSlB3,spotify:track:3e0XiEMkxI3ZVXHFzvSlB3,https://api.spotify.com/v1/tracks/3e0XiEMkxI3ZVXHFzvSlB3,https://api.spotify.com/v1/audio-analysis/3e0XiEMkxI3ZVXHFzvSlB3,158784,3,N
Eazy  Vengeance On My Mind,G,2h8mtZXFfkxcDNO52gvsMY,0.656,0.69,9,-5.976,0,0.169,0.315,0.0,0.18,0.635,154.24,audio_features,32STjg8ytUz0WBg9KDF0BM,spotify:track:32STjg8ytUz0WBg9KDF0BM,https://api.spotify.com/v1/tracks/32STjg8ytUz0WBg9KDF0BM,https://api.spotify.com/v1/audio-analysis/32STjg8ytUz0WBg9KDF0BM,140413,4,N
So Stressed,Trippie Redd,08eagREy8O7JA9ipeHGsjp,0.519,0.76,2,-4.41,1,0.0349,0.0319,1.59e-05,0.241,0.149,130.03,audio_features,1dtzjTkNecIRAL4X3u4CtL,spotify:track:1dtzjTkNecIRAL4X3u4CtL,https://api.spotify.com/v1/tracks/1dtzjTkNecIRAL4X3u4CtL,https://api.spotify.com/v1/audio-analysis/1dtzjTkNecIRAL4X3u4CtL,261693,4,N
Shut Up,Ariana Grande,0egpmBxmeALIzcq2C1BOb7,0.93,0.264,4,-15.286,0,0.479,0.163,0.0,0.0924,0.462,121.027,audio_features,1iKb3Z8NtkTf9auS0lzKbh,spotify:track:1iKb3Z8NtkTf9auS0lzKbh,https://api.spotify.com/v1/tracks/1iKb3Z8NtkTf9auS0lzKbh,https://api.spotify.com/v1/audio-analysis/1iKb3Z8NtkTf9auS0lzKbh,234110,4,N
Fear Inoculum,Tool,1PirJKk0qzeSZylUUwCK0S,0.921,0.718,4,-3.545,0,0.299,0.217,0.0,0.189,0.677,141.06,audio_features,1MJP0iypb4krBFdn4wO9b7,spotify:track:1MJP0iypb4krBFdn4wO9b7,https://api.spotify.com/v1/tracks/1MJP0iypb4krBFdn4wO9b7,https://api.spotify.com/v1/audio-analysis/1MJP0iypb4krBFdn4wO9b7,176383,4,N
Isis,Joyner Lucas,2hf7qisR1NhP3MuedFyOkp,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,audio_features,4apiNNK0jp9uqn3JDG9My1,spotify:track:4apiNNK0jp9uqn3JDG9My1,https://api.spotify.com/v1/tracks/4apiNNK0jp9uqn3JDG9My1,https://api.spotify.com/v1/audio-analysis/4apiNNK0jp9uqn3JDG9My1,256163,3,N
Walking The Wire,Imagine Dragons,03Nx63Qf5HnqGF3KkGIJ6l,0.884,0.615,11,-5.352,1,0.194,0.00527,0.0,0.271,0.411,152.052,audio_features,0jyOHNhaRUBeFG0U7wNLMp,spotify:track:0jyOHNhaRUBeFG0U7wNLMp,https://api.spotify.com/v1/tracks/0jyOHNhaRUBeFG0U7wNLMp,https://api.spotify.com/v1/audio-analysis/0jyOHNhaRUBeFG0U7wNLMp,113684,4,N
Pain  Wake Up Dead,T,5gxFDA81Z2rJFZf8kemQ49,0.349,0.545,11,-6.073,1,0.0352,0.105,0.0,0.153,0.209,104.477,audio_features,6FH6fmlh9DbvssuEQyQEVd,spotify:track:6FH6fmlh9DbvssuEQyQEVd,https://api.spotify.com/v1/tracks/6FH6fmlh9DbvssuEQyQEVd,https://api.spotify.com/v1/audio-analysis/6FH6fmlh9DbvssuEQyQEVd,214100,4,N
Subeme La Radio,Enrique Iglesias,5XeSiH1cHcz1Lqzxj4qk5P,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,audio_features,5KhFaq45chTw8RGfWo8T8J,spotify:track:5KhFaq45chTw8RGfWo8T8J,https://api.spotify.com/v1/tracks/5KhFaq45chTw8RGfWo8T8J,https://api.spotify.com/v1/audio-analysis/5KhFaq45chTw8RGfWo8T8J,112667,4,N
No Interviews,Lil Durk,2YDSGTm0QfBnoMVoVeDmUN,0.423,0.609,9,-7.737,1,0.0284,0.355,0.801,0.43,0.0386,179.05,audio_features,1CVgnRV4SnWEHaX4qZZY38,spotify:track:1CVgnRV4SnWEHaX4qZZY38,https://api.spotify.com/v1/tracks/1CVgnRV4SnWEHaX4qZZY38,https://api.spotify.com/v1/audio-analysis/1CVgnRV4SnWEHaX4qZZY38,149697,3,N
Don'T Stay,Linkin Park,6LiIstY78Sj6W6cJ8HVETy,0.536,0.179,0,-17.39,1,0.0485,0.929,0.899,0.112,0.235,146.587,audio_features,2dW9dxFN0wGV0CGrtOfhmA,spotify:track:2dW9dxFN0wGV0CGrtOfhmA,https://api.spotify.com/v1/tracks/2dW9dxFN0wGV0CGrtOfhmA,https://api.spotify.com/v1/audio-analysis/2dW9dxFN0wGV0CGrtOfhmA,241507,4,N
Make It Back,Juice Wrld,3jS2mWSBABmZE9qpYaHaAM,0.724,0.777,10,-7.559,1,0.342,0.33,0.0,0.118,0.919,89.894,audio_features,141eQUzIq3LrpFnQuiWO4Z,spotify:track:141eQUzIq3LrpFnQuiWO4Z,https://api.spotify.com/v1/tracks/141eQUzIq3LrpFnQuiWO4Z,https://api.spotify.com/v1/audio-analysis/141eQUzIq3LrpFnQuiWO4Z,158268,4,N
Unaccommodating,Eminem,2euSQBBleDGe5YYMJPfQL9,0.782,0.719,5,-8.68,1,0.0808,0.85,0.906,0.266,0.983,135.005,audio_features,1IzvWGJq2hEflmzZSu2VGQ,spotify:track:1IzvWGJq2hEflmzZSu2VGQ,https://api.spotify.com/v1/tracks/1IzvWGJq2hEflmzZSu2VGQ,https://api.spotify.com/v1/audio-analysis/1IzvWGJq2hEflmzZSu2VGQ,119111,4,N
All To Myself,Dan + Shay,01wrohQh1FMgVjtEvosAVl,0.771,0.652,4,-6.119,0,0.0411,0.885,0.00322,0.0733,0.815,128.162,audio_features,3zQVoJfJpFFOfDsIc8ejQV,spotify:track:3zQVoJfJpFFOfDsIc8ejQV,https://api.spotify.com/v1/tracks/3zQVoJfJpFFOfDsIc8ejQV,https://api.spotify.com/v1/audio-analysis/3zQVoJfJpFFOfDsIc8ejQV,46875,4,N
Feelings,Lauv,3ZPBZH2k9p306C1bu7bkhC,0.763,0.737,2,-3.403,1,0.21,0.0786,0.0283,0.141,0.273,174.004,audio_features,0PziG2rFTotS4TBnV0t3qN,spotify:track:0PziG2rFTotS4TBnV0t3qN,https://api.spotify.com/v1/tracks/0PziG2rFTotS4TBnV0t3qN,https://api.spotify.com/v1/audio-analysis/0PziG2rFTotS4TBnV0t3qN,193893,4,N
Jumpman,Drake,6QEczIRLtkmK00boGxIARI,0.616,0.667,10,-5.955,0,0.394,0.00673,2.52e-06,0.121,0.734,173.912,audio_features,1BtdPjnme4GfpH2CJaqz7w,spotify:track:1BtdPjnme4GfpH2CJaqz7w,https://api.spotify.com/v1/tracks/1BtdPjnme4GfpH2CJaqz7w,https://api.spotify.com/v1/audio-analysis/1BtdPjnme4GfpH2CJaqz7w,183141,4,N
You Was Right,Lil Uzi Vert,5J3oFpxSgwnvQQkbk6XOCi,0.608,0.736,4,-5.497,1,0.037,0.0159,1.87e-06,0.361,0.774,90.006,audio_features,2V1m9caZlfjwyh9w9Q6lVU,spotify:track:2V1m9caZlfjwyh9w9Q6lVU,https://api.spotify.com/v1/tracks/2V1m9caZlfjwyh9w9Q6lVU,https://api.spotify.com/v1/audio-analysis/2V1m9caZlfjwyh9w9Q6lVU,164668,4,N
I Should Probably Go To Bed,Dan + Shay,2A2wTV5byP6xDktWONaKtL,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,audio_features,5aXgz1oKK8Q9z9xvTmSnrO,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,https://api.spotify.com/v1/tracks/5aXgz1oKK8Q9z9xvTmSnrO,https://api.spotify.com/v1/audio-analysis/5aXgz1oKK8Q9z9xvTmSnrO,215364,4,N
Como Un Bebé,J Balvin,41wEqmXelMuVNexp3SWElY,0.465,0.232,7,-14.004,1,0.0682,0.884,0.0,0.137,0.253,77.313,audio_features,4memBjRe8ZXDJha8grYdRm,spotify:track:4memBjRe8ZXDJha8grYdRm,https://api.spotify.com/v1/tracks/4memBjRe8ZXDJha8grYdRm,https://api.spotify.com/v1/audio-analysis/4memBjRe8ZXDJha8grYdRm,219825,4,N
No Fun,Joji,6xGruZOHLs39ZbVccQTuPZ,0.767,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.613,129.959,audio_features,1nGbFEzliKiM8CcR44vhcr,spotify:track:1nGbFEzliKiM8CcR44vhcr,https://api.spotify.com/v1/tracks/1nGbFEzliKiM8CcR44vhcr,https://api.spotify.com/v1/audio-analysis/1nGbFEzliKiM8CcR44vhcr,267720,4,N
Chain Of Fools,Aretha Franklin,0pTMlRm90hWtFFkrNfA8ex,0.788,0.554,1,-9.892,1,0.45,0.106,0.0,0.07,0.56,93.881,audio_features,3pW4CLZBSM2i8bpLHKUxd4,spotify:track:3pW4CLZBSM2i8bpLHKUxd4,https://api.spotify.com/v1/tracks/3pW4CLZBSM2i8bpLHKUxd4,https://api.spotify.com/v1/audio-analysis/3pW4CLZBSM2i8bpLHKUxd4,91881,4,N
Helpless,Phillipa Soo,1pvGWSvIXr8PTk8nC4SnXK,0.745,0.878,3,-3.435,0,0.0883,0.417,1.03e-06,0.628,0.866,92.01,audio_features,7DBV4x6vQZBIUn2lKOIfDu,spotify:track:7DBV4x6vQZBIUn2lKOIfDu,https://api.spotify.com/v1/tracks/7DBV4x6vQZBIUn2lKOIfDu,https://api.spotify.com/v1/audio-analysis/7DBV4x6vQZBIUn2lKOIfDu,184764,4,N
3005,Childish Gambino,0YsGMHid6sFq5PcToe3JZE,0.704,0.383,0,-6.917,1,0.0381,0.179,0.0,0.373,0.491,89.956,audio_features,4MsBOGhjM996rL6sf0i0n7,spotify:track:4MsBOGhjM996rL6sf0i0n7,https://api.spotify.com/v1/tracks/4MsBOGhjM996rL6sf0i0n7,https://api.spotify.com/v1/audio-analysis/4MsBOGhjM996rL6sf0i0n7,63425,4,N
Cuddle My Wrist,Future,0NImb2VMwhhcjeaOXOXFww,0.733,0.0386,6,-20.583,1,0.103,0.837,0.0761,0.0948,0.178,105.264,audio_features,1PVLEHaqg5fUEgGoscBxTw,spotify:track:1PVLEHaqg5fUEgGoscBxTw,https://api.spotify.com/v1/tracks/1PVLEHaqg5fUEgGoscBxTw,https://api.spotify.com/v1/audio-analysis/1PVLEHaqg5fUEgGoscBxTw,146254,4,N
Love In The Dark,Adele,5eCAgxM8n0D10uFAHJ9uEe,0.809,0.807,10,-4.284,0,0.0744,0.0301,0.0,0.0814,0.598,106.983,audio_features,15gVYensbJgM9QDIFjB01c,spotify:track:15gVYensbJgM9QDIFjB01c,https://api.spotify.com/v1/tracks/15gVYensbJgM9QDIFjB01c,https://api.spotify.com/v1/audio-analysis/15gVYensbJgM9QDIFjB01c,224760,4,N
Mall,Gucci Mane,6rUcS9i07F6okIe8wujs5J,0.902,0.502,11,-6.639,1,0.175,0.148,3.09e-06,0.11,0.151,94.995,audio_features,6C9dcR1bHXWVzD9sq3gRi9,spotify:track:6C9dcR1bHXWVzD9sq3gRi9,https://api.spotify.com/v1/tracks/6C9dcR1bHXWVzD9sq3gRi9,https://api.spotify.com/v1/audio-analysis/6C9dcR1bHXWVzD9sq3gRi9,175230,4,N
Drippin',Young Thug,7zjEyeBsaw9gV0jofJLfOM,0.716,0.551,1,-6.987,1,0.47,0.167,0.0,0.197,0.305,82.393,audio_features,6Ab81Bs9fcOwaTYuBsUUpI,spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/tracks/6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/audio-analysis/6Ab81Bs9fcOwaTYuBsUUpI,234288,4,N
Crooked Smile,J. Cole,3UKQxKbJDk9hP4KOYDSYcu,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,N
Lil Bit,Nelly,6OEk7d5wF0HutcT3dcsvJo,0.641,0.445,7,-7.94,0,0.12,0.625,7.8e-06,0.119,0.0534,145.302,audio_features,6D1KDOoVRKLyGcxVBi13Ot,spotify:track:6D1KDOoVRKLyGcxVBi13Ot,https://api.spotify.com/v1/tracks/6D1KDOoVRKLyGcxVBi13Ot,https://api.spotify.com/v1/audio-analysis/6D1KDOoVRKLyGcxVBi13Ot,134689,4,N
Babe (Taylor'S Version) (From The Vault),Taylor Swift,2zaU5obwgUqSsoGux9gzqz,0.906,0.545,11,-4.977,0,0.344,0.181,0.0,0.091,0.543,139.932,audio_features,4NN6N5TxBO5k9uqu0W4gfQ,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,https://api.spotify.com/v1/tracks/4NN6N5TxBO5k9uqu0W4gfQ,https://api.spotify.com/v1/audio-analysis/4NN6N5TxBO5k9uqu0W4gfQ,186827,4,N
Happy,Palisades,08AjNp2nJLd6GipoewL2mt,0.459,0.605,6,-5.0,1,0.0551,0.37,4.44e-06,0.35,0.265,124.062,audio_features,11EpzafkUbR78lrhefm1Hn,spotify:track:11EpzafkUbR78lrhefm1Hn,https://api.spotify.com/v1/tracks/11EpzafkUbR78lrhefm1Hn,https://api.spotify.com/v1/audio-analysis/11EpzafkUbR78lrhefm1Hn,210211,4,N
I'M Sayin',Omarion,5qhlC4Rzals34zxovrPzKp,0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,audio_features,7l7SKt5BsDiiS6CjtaW1fO,spotify:track:7l7SKt5BsDiiS6CjtaW1fO,https://api.spotify.com/v1/tracks/7l7SKt5BsDiiS6CjtaW1fO,https://api.spotify.com/v1/audio-analysis/7l7SKt5BsDiiS6CjtaW1fO,160289,4,N
We Fell In Love In October,Girl In Red,2wRZR01iQvOZ6vY83RvIO3,0.74,0.687,1,-7.193,1,0.218,0.00828,0.0,0.352,0.63,105.034,audio_features,0JiLQRLOeWQdPC9rVpOqqo,spotify:track:0JiLQRLOeWQdPC9rVpOqqo,https://api.spotify.com/v1/tracks/0JiLQRLOeWQdPC9rVpOqqo,https://api.spotify.com/v1/audio-analysis/0JiLQRLOeWQdPC9rVpOqqo,208932,4,N
Get Low,Dillon Francis,6RxJ4pvcFukcCO1gIWEepw,0.655,0.615,3,-7.916,1,0.0383,0.0472,0.489,0.36,0.323,89.983,audio_features,0BNTRqsy9ydtUzW9YA3jLS,spotify:track:0BNTRqsy9ydtUzW9YA3jLS,https://api.spotify.com/v1/tracks/0BNTRqsy9ydtUzW9YA3jLS,https://api.spotify.com/v1/audio-analysis/0BNTRqsy9ydtUzW9YA3jLS,226026,4,N
Gyalchester,Drake,4Ksbxbc39282gmi2jkjvtn,0.582,0.444,0,-11.709,0,0.0314,0.000187,0.689,0.292,0.355,118.997,audio_features,7zCGMFGA1Q8KxZ8t7JJ2Nj,spotify:track:7zCGMFGA1Q8KxZ8t7JJ2Nj,https://api.spotify.com/v1/tracks/7zCGMFGA1Q8KxZ8t7JJ2Nj,https://api.spotify.com/v1/audio-analysis/7zCGMFGA1Q8KxZ8t7JJ2Nj,261000,4,N
Fake Happy,Paramore,2MCL2a4Ij0wTzXjaEXKtOc,0.474,0.735,2,-7.427,0,0.313,0.115,0.0,0.0696,0.284,93.702,audio_features,7Gte9xFdlHkyBMmpRNUyP8,spotify:track:7Gte9xFdlHkyBMmpRNUyP8,https://api.spotify.com/v1/tracks/7Gte9xFdlHkyBMmpRNUyP8,https://api.spotify.com/v1/audio-analysis/7Gte9xFdlHkyBMmpRNUyP8,178041,4,N
Christmas Time Is Here  Vocal,Vince Guaraldi Trio,4YhY2qHdBmSX33uj8ms0oq,0.456,0.84,10,-5.607,0,0.0613,0.0541,0.000186,0.126,0.427,113.715,audio_features,6ZkVGDZSgoGSvBA4LUzzaW,spotify:track:6ZkVGDZSgoGSvBA4LUzzaW,https://api.spotify.com/v1/tracks/6ZkVGDZSgoGSvBA4LUzzaW,https://api.spotify.com/v1/audio-analysis/6ZkVGDZSgoGSvBA4LUzzaW,281003,4,N
Repeat After Me (Interlude),The Weeknd,2cdSh2bMoXZ97vu2zrljRU,0.326,0.792,4,-11.356,1,0.0318,1.33e-06,0.822,0.161,0.815,182.977,audio_features,4qCDLi980ycKNKlLq6WdtB,spotify:track:4qCDLi980ycKNKlLq6WdtB,https://api.spotify.com/v1/tracks/4qCDLi980ycKNKlLq6WdtB,https://api.spotify.com/v1/audio-analysis/4qCDLi980ycKNKlLq6WdtB,191259,4,N
Backwards,Gucci Mane,1SKkHYkGqhadpciJKXfRhU,0.373,0.539,1,-4.865,1,0.086,0.166,0.0,0.139,0.075,77.006,audio_features,2XnyJuFQPSQmhrncI7mNoO,spotify:track:2XnyJuFQPSQmhrncI7mNoO,https://api.spotify.com/v1/tracks/2XnyJuFQPSQmhrncI7mNoO,https://api.spotify.com/v1/audio-analysis/2XnyJuFQPSQmhrncI7mNoO,196202,1,N
Sundown Town,Vince Staples,3ZuT0Evo8chdVM6rPXXqgd,0.894,0.459,1,-6.558,1,0.4,0.163,0.0,0.218,0.517,81.056,audio_features,0sJit7dKiCcgkNfK4ts0D9,spotify:track:0sJit7dKiCcgkNfK4ts0D9,https://api.spotify.com/v1/tracks/0sJit7dKiCcgkNfK4ts0D9,https://api.spotify.com/v1/audio-analysis/0sJit7dKiCcgkNfK4ts0D9,132187,4,N
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,3ID7KoI9h3MFhYXqyuFFXy,0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,audio_features,3J4VKkUpLvomXJbn9ZAypO,spotify:track:3J4VKkUpLvomXJbn9ZAypO,https://api.spotify.com/v1/tracks/3J4VKkUpLvomXJbn9ZAypO,https://api.spotify.com/v1/audio-analysis/3J4VKkUpLvomXJbn9ZAypO,161053,4,N
Wfm,Realestk,4NMsGNHtpsNJVmKVCkKrnc,0.647,0.57,11,-12.266,0,0.04,0.00234,0.0,0.255,0.846,149.848,audio_features,1gTbqUFGJBJZlw5VgpC6aO,spotify:track:1gTbqUFGJBJZlw5VgpC6aO,https://api.spotify.com/v1/tracks/1gTbqUFGJBJZlw5VgpC6aO,https://api.spotify.com/v1/audio-analysis/1gTbqUFGJBJZlw5VgpC6aO,239491,4,N
Scapegoats,Baby Keem,0Zt9ySO9K4BrQW7cfFgKFR,0.625,0.466,1,-12.214,1,0.36,0.00715,0.831,0.0574,0.608,80.564,audio_features,4tUJGBphsfgN9PTccKFdvK,spotify:track:4tUJGBphsfgN9PTccKFdvK,https://api.spotify.com/v1/tracks/4tUJGBphsfgN9PTccKFdvK,https://api.spotify.com/v1/audio-analysis/4tUJGBphsfgN9PTccKFdvK,232987,4,N
Holy Smokes,Trippie Redd,2BYvpocXXUPfr9fveBPtAM,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,audio_features,6ilmDtTR9yGrZCIOnMLNQy,spotify:track:6ilmDtTR9yGrZCIOnMLNQy,https://api.spotify.com/v1/tracks/6ilmDtTR9yGrZCIOnMLNQy,https://api.spotify.com/v1/audio-analysis/6ilmDtTR9yGrZCIOnMLNQy,153147,4,N
Bryson,Nle Choppa,43PuMrRfbyyuz4QpZ3oAwN,0.627,0.856,4,-7.219,1,0.316,0.187,0.0,0.0905,0.492,118.022,audio_features,74sl1ixg90arTxsY5V9q6V,spotify:track:74sl1ixg90arTxsY5V9q6V,https://api.spotify.com/v1/tracks/74sl1ixg90arTxsY5V9q6V,https://api.spotify.com/v1/audio-analysis/74sl1ixg90arTxsY5V9q6V,225541,4,N
Oh My Gawd,Mr Eazi,5ysRcpZAYSHvqtMNKgQQ16,0.574,0.444,1,-7.974,1,0.401,0.0749,0.022,0.0943,0.269,75.319,audio_features,2IjoLRTPPevTv6C85HqxEW,spotify:track:2IjoLRTPPevTv6C85HqxEW,https://api.spotify.com/v1/tracks/2IjoLRTPPevTv6C85HqxEW,https://api.spotify.com/v1/audio-analysis/2IjoLRTPPevTv6C85HqxEW,91950,4,N
Lay It All On Me,Rudimental,3nxCiU09VzCsxkCbtQpedb,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,audio_features,72zmwnbXjx9fMUjw3mbDSs,spotify:track:72zmwnbXjx9fMUjw3mbDSs,https://api.spotify.com/v1/tracks/72zmwnbXjx9fMUjw3mbDSs,https://api.spotify.com/v1/audio-analysis/72zmwnbXjx9fMUjw3mbDSs,225560,4,N
Particular Taste,Shawn Mendes,3isPczLtjVuERmr5hpSvIl,0.347,0.29,1,-7.971,1,0.0525,0.854,0.759,0.142,0.48,59.838,audio_features,6OpwbFEbMalKF4Kv0zawHL,spotify:track:6OpwbFEbMalKF4Kv0zawHL,https://api.spotify.com/v1/tracks/6OpwbFEbMalKF4Kv0zawHL,https://api.spotify.com/v1/audio-analysis/6OpwbFEbMalKF4Kv0zawHL,159544,4,N
