title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,source
Glock In My Lap,21 Savage,7GjbHAe4SlpHS47BKiMj0A,0.853,0.422,1,-12.232,1,0.305,0.0146,8.46e-05,0.34,0.181,105.607,audio_features,7GjbHAe4SlpHS47BKiMj0A,spotify:track:7GjbHAe4SlpHS47BKiMj0A,https://api.spotify.com/v1/tracks/7GjbHAe4SlpHS47BKiMj0A,https://api.spotify.com/v1/audio-analysis/7GjbHAe4SlpHS47BKiMj0A,323396,4,N
Same Ol’ Mistakes,Rihanna,1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,audio_features,1BZG99C7Co1r6QUC3zaS59,spotify:track:1BZG99C7Co1r6QUC3zaS59,https://api.spotify.com/v1/tracks/1BZG99C7Co1r6QUC3zaS59,https://api.spotify.com/v1/audio-analysis/1BZG99C7Co1r6QUC3zaS59,229080,4,N
Talk That Talk,Twice,0dzUyKDg8JiOrt20pBGl9x,0.724,0.734,3,-8.008,0,0.0389,0.00147,0.854,0.354,0.606,120.029,audio_features,0dzUyKDg8JiOrt20pBGl9x,spotify:track:0dzUyKDg8JiOrt20pBGl9x,https://api.spotify.com/v1/tracks/0dzUyKDg8JiOrt20pBGl9x,https://api.spotify.com/v1/audio-analysis/0dzUyKDg8JiOrt20pBGl9x,185125,4,N
Sex On Fire,Kings Of Leon,1O8d2pWtBclzuY3FctBPVa,0.398,0.768,11,-4.624,0,0.0392,0.469,2.02e-05,0.106,0.235,108.685,audio_features,1O8d2pWtBclzuY3FctBPVa,spotify:track:1O8d2pWtBclzuY3FctBPVa,https://api.spotify.com/v1/tracks/1O8d2pWtBclzuY3FctBPVa,https://api.spotify.com/v1/audio-analysis/1O8d2pWtBclzuY3FctBPVa,237480,5,N
Do What I Want,Lil Uzi Vert,62tDpymKVSXEu0W3d4AMr9,0.821,0.897,1,-3.624,1,0.129,0.091,3.44e-06,0.106,0.354,154.985,audio_features,62tDpymKVSXEu0W3d4AMr9,spotify:track:62tDpymKVSXEu0W3d4AMr9,https://api.spotify.com/v1/tracks/62tDpymKVSXEu0W3d4AMr9,https://api.spotify.com/v1/audio-analysis/62tDpymKVSXEu0W3d4AMr9,171827,4,N
Make You Miss Me,Sam Hunt,1t6Vk9kEALCFfzEmeonFal,0.592,0.456,7,-9.793,1,0.0306,0.227,0.0,0.129,0.438,73.034,audio_features,1t6Vk9kEALCFfzEmeonFal,spotify:track:1t6Vk9kEALCFfzEmeonFal,https://api.spotify.com/v1/tracks/1t6Vk9kEALCFfzEmeonFal,https://api.spotify.com/v1/audio-analysis/1t6Vk9kEALCFfzEmeonFal,224647,4,N
What Else Can I Do?,Diane Guerrero,5shrzQXvz2ZSSdvjsuhLs0,0.66,0.727,11,-11.85,1,0.0347,0.00224,0.849,0.149,0.308,120.005,audio_features,5shrzQXvz2ZSSdvjsuhLs0,spotify:track:5shrzQXvz2ZSSdvjsuhLs0,https://api.spotify.com/v1/tracks/5shrzQXvz2ZSSdvjsuhLs0,https://api.spotify.com/v1/audio-analysis/5shrzQXvz2ZSSdvjsuhLs0,177078,4,N
!,Trippie Redd,3fNMgjG8yXaSam46swhz7w,0.679,0.769,0,-3.539,1,0.24,0.0537,0.0,0.309,0.424,130.094,audio_features,3fNMgjG8yXaSam46swhz7w,spotify:track:3fNMgjG8yXaSam46swhz7w,https://api.spotify.com/v1/tracks/3fNMgjG8yXaSam46swhz7w,https://api.spotify.com/v1/audio-analysis/3fNMgjG8yXaSam46swhz7w,177231,4,N
Make Up,Ariana Grande,50eJOxJiGmJ7PBZaTKpje1,0.665,0.678,5,-4.122,0,0.0315,0.00156,0.0,0.474,0.682,131.986,audio_features,50eJOxJiGmJ7PBZaTKpje1,spotify:track:50eJOxJiGmJ7PBZaTKpje1,https://api.spotify.com/v1/tracks/50eJOxJiGmJ7PBZaTKpje1,https://api.spotify.com/v1/audio-analysis/50eJOxJiGmJ7PBZaTKpje1,122570,4,N
Heartbeat Song,Kelly Clarkson,5r39UzGM1SokpLQwRr13gz,0.502,0.895,6,-3.21,1,0.156,0.0115,0.0,0.0731,0.611,160.048,audio_features,5r39UzGM1SokpLQwRr13gz,spotify:track:5r39UzGM1SokpLQwRr13gz,https://api.spotify.com/v1/tracks/5r39UzGM1SokpLQwRr13gz,https://api.spotify.com/v1/audio-analysis/5r39UzGM1SokpLQwRr13gz,228000,4,N
Middle,Dj Snake,3StbJUv3vmNLcOW9j0uPYe,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,audio_features,3StbJUv3vmNLcOW9j0uPYe,spotify:track:3StbJUv3vmNLcOW9j0uPYe,https://api.spotify.com/v1/tracks/3StbJUv3vmNLcOW9j0uPYe,https://api.spotify.com/v1/audio-analysis/3StbJUv3vmNLcOW9j0uPYe,220747,4,N
Staring At The Sky,Xxxtentacion,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090,4,N
I Don’T Know Why,Imagine Dragons,7azFd0yynobtMV5yIlG5H0,0.53,0.673,0,-6.851,1,0.0584,0.0319,0.0,0.148,0.406,160.886,audio_features,7azFd0yynobtMV5yIlG5H0,spotify:track:7azFd0yynobtMV5yIlG5H0,https://api.spotify.com/v1/tracks/7azFd0yynobtMV5yIlG5H0,https://api.spotify.com/v1/audio-analysis/7azFd0yynobtMV5yIlG5H0,134303,4,N
Baby Don'T Lie,Gwen Stefani,6NrkmjgXaqvP3JnXtqTXQp,0.57,0.621,6,-6.331,1,0.0288,0.216,0.00466,0.297,0.367,121.896,audio_features,6NrkmjgXaqvP3JnXtqTXQp,spotify:track:6NrkmjgXaqvP3JnXtqTXQp,https://api.spotify.com/v1/tracks/6NrkmjgXaqvP3JnXtqTXQp,https://api.spotify.com/v1/audio-analysis/6NrkmjgXaqvP3JnXtqTXQp,236547,4,N
Run Me Dry,Bryson Tiller,01Die61OY3jd9zqWiLm1hW,0.887,0.496,1,-7.067,1,0.077,0.00885,0.000269,0.137,0.166,95.523,audio_features,01Die61OY3jd9zqWiLm1hW,spotify:track:01Die61OY3jd9zqWiLm1hW,https://api.spotify.com/v1/tracks/01Die61OY3jd9zqWiLm1hW,https://api.spotify.com/v1/audio-analysis/01Die61OY3jd9zqWiLm1hW,148281,4,N
Wild Side,Normani,2smDPFcFsLTxDrckkOL2gR,0.77,0.756,2,-7.456,1,0.0599,0.00374,0.000156,0.094,0.206,110.021,audio_features,2smDPFcFsLTxDrckkOL2gR,spotify:track:2smDPFcFsLTxDrckkOL2gR,https://api.spotify.com/v1/tracks/2smDPFcFsLTxDrckkOL2gR,https://api.spotify.com/v1/audio-analysis/2smDPFcFsLTxDrckkOL2gR,264000,4,N
Things Change,Bryson Tiller,3Z3i5pZ08sB7ULOpHGXq3y,0.826,0.275,9,-16.76,1,0.166,0.801,0.0,0.139,0.746,140.066,audio_features,3Z3i5pZ08sB7ULOpHGXq3y,spotify:track:3Z3i5pZ08sB7ULOpHGXq3y,https://api.spotify.com/v1/tracks/3Z3i5pZ08sB7ULOpHGXq3y,https://api.spotify.com/v1/audio-analysis/3Z3i5pZ08sB7ULOpHGXq3y,110612,4,N
Ready,Lil Baby,01JMnRUs2YOK6DDpdQASGY,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029,audio_features,01JMnRUs2YOK6DDpdQASGY,spotify:track:01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/tracks/01JMnRUs2YOK6DDpdQASGY,https://api.spotify.com/v1/audio-analysis/01JMnRUs2YOK6DDpdQASGY,203438,4,N
Mercedes,Brent Faiyaz,10qFopUdKen131UHrgje2b,0.856,0.427,1,-8.225,1,0.463,0.00108,0.0,0.0961,0.661,155.219,audio_features,10qFopUdKen131UHrgje2b,spotify:track:10qFopUdKen131UHrgje2b,https://api.spotify.com/v1/tracks/10qFopUdKen131UHrgje2b,https://api.spotify.com/v1/audio-analysis/10qFopUdKen131UHrgje2b,53055,4,N
Lucky,Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4,N
Carolina,Harry Styles,6YQxt0WH2X5qRhe1yOI64B,0.828,0.744,7,-5.023,1,0.0294,0.0923,8.24e-05,0.0919,0.819,105.339,audio_features,6YQxt0WH2X5qRhe1yOI64B,spotify:track:6YQxt0WH2X5qRhe1yOI64B,https://api.spotify.com/v1/tracks/6YQxt0WH2X5qRhe1yOI64B,https://api.spotify.com/v1/audio-analysis/6YQxt0WH2X5qRhe1yOI64B,195773,4,N
Chamber Of Reflection,Mac Demarco,4fMbyjYv5sjZldSsZWG0hp,0.482,0.229,7,-10.819,0,0.0262,0.955,0.0663,0.118,0.346,78.416,audio_features,4fMbyjYv5sjZldSsZWG0hp,spotify:track:4fMbyjYv5sjZldSsZWG0hp,https://api.spotify.com/v1/tracks/4fMbyjYv5sjZldSsZWG0hp,https://api.spotify.com/v1/audio-analysis/4fMbyjYv5sjZldSsZWG0hp,125697,4,N
All Night Parking,Adele,1p3RlfMwnyB2dHptgYMxmP,0.704,0.266,8,-20.339,1,0.0712,0.595,0.878,0.113,0.363,128.035,audio_features,1p3RlfMwnyB2dHptgYMxmP,spotify:track:1p3RlfMwnyB2dHptgYMxmP,https://api.spotify.com/v1/tracks/1p3RlfMwnyB2dHptgYMxmP,https://api.spotify.com/v1/audio-analysis/1p3RlfMwnyB2dHptgYMxmP,138750,4,N
Body Moves,Dnce,2MOCxXOCRM6M7aBfCAn410,0.82,0.45,0,-12.635,1,0.0893,0.183,0.00102,0.101,0.925,112.43,audio_features,2MOCxXOCRM6M7aBfCAn410,spotify:track:2MOCxXOCRM6M7aBfCAn410,https://api.spotify.com/v1/tracks/2MOCxXOCRM6M7aBfCAn410,https://api.spotify.com/v1/audio-analysis/2MOCxXOCRM6M7aBfCAn410,290009,4,N
This Town,Kygo,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,audio_features,12GEpg2XOPyqk03JZEZnJs,spotify:track:12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs,220781,4,N
Drew Barrymore,Sza,4Ni8k94lpdC6gzjXtUdzVw,0.544,0.444,7,-9.291,0,0.0642,0.271,0.0,0.377,0.223,135.32,audio_features,4Ni8k94lpdC6gzjXtUdzVw,spotify:track:4Ni8k94lpdC6gzjXtUdzVw,https://api.spotify.com/v1/tracks/4Ni8k94lpdC6gzjXtUdzVw,https://api.spotify.com/v1/audio-analysis/4Ni8k94lpdC6gzjXtUdzVw,236444,4,N
Sugar,Robin Schulz,1AAW9mwRv9IILxuHCgUVCM,0.589,0.924,9,-6.578,0,0.276,0.00744,0.187,0.657,0.29,160.077,audio_features,1AAW9mwRv9IILxuHCgUVCM,spotify:track:1AAW9mwRv9IILxuHCgUVCM,https://api.spotify.com/v1/tracks/1AAW9mwRv9IILxuHCgUVCM,https://api.spotify.com/v1/audio-analysis/1AAW9mwRv9IILxuHCgUVCM,168237,4,N
"1 Step Forward, 3 Steps Back",Olivia Rodrigo,5RvQ3CHvk2RUXbb27a55Cg,0.366,0.0735,2,-20.71,1,0.0814,0.994,0.963,0.111,0.133,84.518,audio_features,5RvQ3CHvk2RUXbb27a55Cg,spotify:track:5RvQ3CHvk2RUXbb27a55Cg,https://api.spotify.com/v1/tracks/5RvQ3CHvk2RUXbb27a55Cg,https://api.spotify.com/v1/audio-analysis/5RvQ3CHvk2RUXbb27a55Cg,167132,4,N
Eazy  Vengeance On My Mind,G,2h8mtZXFfkxcDNO52gvsMY,0.771,0.912,1,-5.06,1,0.141,0.0136,1.38e-06,0.0632,0.616,92.516,audio_features,2h8mtZXFfkxcDNO52gvsMY,spotify:track:2h8mtZXFfkxcDNO52gvsMY,https://api.spotify.com/v1/tracks/2h8mtZXFfkxcDNO52gvsMY,https://api.spotify.com/v1/audio-analysis/2h8mtZXFfkxcDNO52gvsMY,302200,4,N
So Stressed,Trippie Redd,08eagREy8O7JA9ipeHGsjp,0.652,0.566,6,-6.73,0,0.0862,0.174,0.0,0.109,0.374,133.941,audio_features,08eagREy8O7JA9ipeHGsjp,spotify:track:08eagREy8O7JA9ipeHGsjp,https://api.spotify.com/v1/tracks/08eagREy8O7JA9ipeHGsjp,https://api.spotify.com/v1/audio-analysis/08eagREy8O7JA9ipeHGsjp,204851,4,N
Shut Up,Ariana Grande,0egpmBxmeALIzcq2C1BOb7,0.54,0.434,0,-5.229,1,0.0308,0.765,0.0,0.083,0.62,127.738,audio_features,0egpmBxmeALIzcq2C1BOb7,spotify:track:0egpmBxmeALIzcq2C1BOb7,https://api.spotify.com/v1/tracks/0egpmBxmeALIzcq2C1BOb7,https://api.spotify.com/v1/audio-analysis/0egpmBxmeALIzcq2C1BOb7,157710,4,N
Fear Inoculum,Tool,1PirJKk0qzeSZylUUwCK0S,0.305,0.412,7,-10.583,1,0.0475,0.0198,0.362,0.0417,0.156,147.738,audio_features,1PirJKk0qzeSZylUUwCK0S,spotify:track:1PirJKk0qzeSZylUUwCK0S,https://api.spotify.com/v1/tracks/1PirJKk0qzeSZylUUwCK0S,https://api.spotify.com/v1/audio-analysis/1PirJKk0qzeSZylUUwCK0S,630782,5,N
Isis,Joyner Lucas,2hf7qisR1NhP3MuedFyOkp,0.939,0.755,1,-7.487,1,0.303,0.108,0.0,0.267,0.862,120.038,audio_features,2hf7qisR1NhP3MuedFyOkp,spotify:track:2hf7qisR1NhP3MuedFyOkp,https://api.spotify.com/v1/tracks/2hf7qisR1NhP3MuedFyOkp,https://api.spotify.com/v1/audio-analysis/2hf7qisR1NhP3MuedFyOkp,296982,4,N
Walking The Wire,Imagine Dragons,03Nx63Qf5HnqGF3KkGIJ6l,0.612,0.365,7,-12.605,1,0.165,0.685,3.04e-05,0.101,0.541,176.143,audio_features,03Nx63Qf5HnqGF3KkGIJ6l,spotify:track:03Nx63Qf5HnqGF3KkGIJ6l,https://api.spotify.com/v1/tracks/03Nx63Qf5HnqGF3KkGIJ6l,https://api.spotify.com/v1/audio-analysis/03Nx63Qf5HnqGF3KkGIJ6l,174566,4,N
Pain  Wake Up Dead,T,5gxFDA81Z2rJFZf8kemQ49,0.624,0.137,5,-10.688,0,0.0384,0.318,0.521,0.134,0.481,104.612,audio_features,5gxFDA81Z2rJFZf8kemQ49,spotify:track:5gxFDA81Z2rJFZf8kemQ49,https://api.spotify.com/v1/tracks/5gxFDA81Z2rJFZf8kemQ49,https://api.spotify.com/v1/audio-analysis/5gxFDA81Z2rJFZf8kemQ49,262978,4,N
Subeme La Radio,Enrique Iglesias,5XeSiH1cHcz1Lqzxj4qk5P,0.681,0.815,0,-3.851,1,0.0904,0.0338,0.0,0.0679,0.637,91.006,audio_features,5XeSiH1cHcz1Lqzxj4qk5P,spotify:track:5XeSiH1cHcz1Lqzxj4qk5P,https://api.spotify.com/v1/tracks/5XeSiH1cHcz1Lqzxj4qk5P,https://api.spotify.com/v1/audio-analysis/5XeSiH1cHcz1Lqzxj4qk5P,207694,4,N
No Interviews,Lil Durk,2YDSGTm0QfBnoMVoVeDmUN,0.724,0.612,6,-6.992,0,0.256,0.0136,0.0,0.11,0.616,157.937,audio_features,2YDSGTm0QfBnoMVoVeDmUN,spotify:track:2YDSGTm0QfBnoMVoVeDmUN,https://api.spotify.com/v1/tracks/2YDSGTm0QfBnoMVoVeDmUN,https://api.spotify.com/v1/audio-analysis/2YDSGTm0QfBnoMVoVeDmUN,180508,4,N
Don'T Stay,Linkin Park,6LiIstY78Sj6W6cJ8HVETy,0.279,0.957,7,-3.298,1,0.0934,2.18e-05,0.000346,0.469,0.412,90.193,audio_features,6LiIstY78Sj6W6cJ8HVETy,spotify:track:6LiIstY78Sj6W6cJ8HVETy,https://api.spotify.com/v1/tracks/6LiIstY78Sj6W6cJ8HVETy,https://api.spotify.com/v1/audio-analysis/6LiIstY78Sj6W6cJ8HVETy,196893,4,N
Make It Back,Juice Wrld,3jS2mWSBABmZE9qpYaHaAM,0.828,0.487,1,-9.553,1,0.313,0.0801,0.0247,0.0908,0.328,155.137,audio_features,3jS2mWSBABmZE9qpYaHaAM,spotify:track:3jS2mWSBABmZE9qpYaHaAM,https://api.spotify.com/v1/tracks/3jS2mWSBABmZE9qpYaHaAM,https://api.spotify.com/v1/audio-analysis/3jS2mWSBABmZE9qpYaHaAM,173653,4,N
Unaccommodating,Eminem,2euSQBBleDGe5YYMJPfQL9,0.566,0.576,9,-8.67,0,0.0361,0.0197,0.831,0.15,0.56,89.998,audio_features,2euSQBBleDGe5YYMJPfQL9,spotify:track:2euSQBBleDGe5YYMJPfQL9,https://api.spotify.com/v1/tracks/2euSQBBleDGe5YYMJPfQL9,https://api.spotify.com/v1/audio-analysis/2euSQBBleDGe5YYMJPfQL9,214494,4,N
All To Myself,Dan + Shay,01wrohQh1FMgVjtEvosAVl,0.679,0.409,1,-12.479,1,0.0492,0.154,0.523,0.0995,0.422,95.016,audio_features,01wrohQh1FMgVjtEvosAVl,spotify:track:01wrohQh1FMgVjtEvosAVl,https://api.spotify.com/v1/tracks/01wrohQh1FMgVjtEvosAVl,https://api.spotify.com/v1/audio-analysis/01wrohQh1FMgVjtEvosAVl,169684,4,N
Feelings,Lauv,3ZPBZH2k9p306C1bu7bkhC,0.471,0.22,5,-9.243,1,0.037,0.691,0.0,0.104,0.26,133.714,audio_features,3ZPBZH2k9p306C1bu7bkhC,spotify:track:3ZPBZH2k9p306C1bu7bkhC,https://api.spotify.com/v1/tracks/3ZPBZH2k9p306C1bu7bkhC,https://api.spotify.com/v1/audio-analysis/3ZPBZH2k9p306C1bu7bkhC,208000,4,N
Jumpman,Drake,6QEczIRLtkmK00boGxIARI,0.802,0.516,2,-6.435,1,0.241,0.0244,0.0,0.324,0.736,80.114,audio_features,6QEczIRLtkmK00boGxIARI,spotify:track:6QEczIRLtkmK00boGxIARI,https://api.spotify.com/v1/tracks/6QEczIRLtkmK00boGxIARI,https://api.spotify.com/v1/audio-analysis/6QEczIRLtkmK00boGxIARI,84227,4,N
You Was Right,Lil Uzi Vert,5J3oFpxSgwnvQQkbk6XOCi,0.574,0.82,11,-7.097,0,0.0325,0.00115,4.51e-05,0.0993,0.322,104.996,audio_features,5J3oFpxSgwnvQQkbk6XOCi,spotify:track:5J3oFpxSgwnvQQkbk6XOCi,https://api.spotify.com/v1/tracks/5J3oFpxSgwnvQQkbk6XOCi,https://api.spotify.com/v1/audio-analysis/5J3oFpxSgwnvQQkbk6XOCi,134867,4,N
I Should Probably Go To Bed,Dan + Shay,2A2wTV5byP6xDktWONaKtL,0.627,0.0808,6,-11.896,1,0.0562,0.00591,0.809,0.0914,0.0756,132.033,audio_features,2A2wTV5byP6xDktWONaKtL,spotify:track:2A2wTV5byP6xDktWONaKtL,https://api.spotify.com/v1/tracks/2A2wTV5byP6xDktWONaKtL,https://api.spotify.com/v1/audio-analysis/2A2wTV5byP6xDktWONaKtL,166801,4,N
Como Un Bebé,J Balvin,41wEqmXelMuVNexp3SWElY,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,audio_features,41wEqmXelMuVNexp3SWElY,spotify:track:41wEqmXelMuVNexp3SWElY,https://api.spotify.com/v1/tracks/41wEqmXelMuVNexp3SWElY,https://api.spotify.com/v1/audio-analysis/41wEqmXelMuVNexp3SWElY,218827,4,N
No Fun,Joji,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,N
Chain Of Fools,Aretha Franklin,0pTMlRm90hWtFFkrNfA8ex,0.715,0.332,10,-17.442,1,0.0389,0.0925,2.31e-06,0.408,0.96,116.973,audio_features,0pTMlRm90hWtFFkrNfA8ex,spotify:track:0pTMlRm90hWtFFkrNfA8ex,https://api.spotify.com/v1/tracks/0pTMlRm90hWtFFkrNfA8ex,https://api.spotify.com/v1/audio-analysis/0pTMlRm90hWtFFkrNfA8ex,166907,4,N
Helpless,Phillipa Soo,1pvGWSvIXr8PTk8nC4SnXK,0.51,0.185,11,-13.651,1,0.0644,0.925,0.0,0.122,0.418,79.092,audio_features,1pvGWSvIXr8PTk8nC4SnXK,spotify:track:1pvGWSvIXr8PTk8nC4SnXK,https://api.spotify.com/v1/tracks/1pvGWSvIXr8PTk8nC4SnXK,https://api.spotify.com/v1/audio-analysis/1pvGWSvIXr8PTk8nC4SnXK,185480,4,N
3005,Childish Gambino,0YsGMHid6sFq5PcToe3JZE,0.541,0.674,1,-7.04,0,0.0841,0.00649,9.76e-05,0.235,0.123,103.139,audio_features,0YsGMHid6sFq5PcToe3JZE,spotify:track:0YsGMHid6sFq5PcToe3JZE,https://api.spotify.com/v1/tracks/0YsGMHid6sFq5PcToe3JZE,https://api.spotify.com/v1/audio-analysis/0YsGMHid6sFq5PcToe3JZE,317293,4,N
Cuddle My Wrist,Future,0NImb2VMwhhcjeaOXOXFww,0.492,0.238,0,-12.695,1,0.0898,0.975,0.000617,0.181,0.387,79.494,audio_features,0NImb2VMwhhcjeaOXOXFww,spotify:track:0NImb2VMwhhcjeaOXOXFww,https://api.spotify.com/v1/tracks/0NImb2VMwhhcjeaOXOXFww,https://api.spotify.com/v1/audio-analysis/0NImb2VMwhhcjeaOXOXFww,75307,1,N
Love In The Dark,Adele,5eCAgxM8n0D10uFAHJ9uEe,0.24,0.283,0,-10.67,1,0.0354,0.841,0.953,0.105,0.0441,109.807,audio_features,5eCAgxM8n0D10uFAHJ9uEe,spotify:track:5eCAgxM8n0D10uFAHJ9uEe,https://api.spotify.com/v1/tracks/5eCAgxM8n0D10uFAHJ9uEe,https://api.spotify.com/v1/audio-analysis/5eCAgxM8n0D10uFAHJ9uEe,288027,4,N
Mall,Gucci Mane,6rUcS9i07F6okIe8wujs5J,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,audio_features,6rUcS9i07F6okIe8wujs5J,spotify:track:6rUcS9i07F6okIe8wujs5J,https://api.spotify.com/v1/tracks/6rUcS9i07F6okIe8wujs5J,https://api.spotify.com/v1/audio-analysis/6rUcS9i07F6okIe8wujs5J,246013,4,N
Drippin',Young Thug,7zjEyeBsaw9gV0jofJLfOM,0.767,0.313,7,-12.059,1,0.0798,0.838,0.0,0.105,0.765,82.582,audio_features,7zjEyeBsaw9gV0jofJLfOM,spotify:track:7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/tracks/7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/audio-analysis/7zjEyeBsaw9gV0jofJLfOM,210907,4,N
Crooked Smile,J. Cole,3UKQxKbJDk9hP4KOYDSYcu,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,audio_features,3UKQxKbJDk9hP4KOYDSYcu,spotify:track:3UKQxKbJDk9hP4KOYDSYcu,https://api.spotify.com/v1/tracks/3UKQxKbJDk9hP4KOYDSYcu,https://api.spotify.com/v1/audio-analysis/3UKQxKbJDk9hP4KOYDSYcu,278573,4,N
Lil Bit,Nelly,6OEk7d5wF0HutcT3dcsvJo,0.71,0.686,4,-7.102,0,0.0405,0.0256,0.0,0.383,0.448,119.973,audio_features,6OEk7d5wF0HutcT3dcsvJo,spotify:track:6OEk7d5wF0HutcT3dcsvJo,https://api.spotify.com/v1/tracks/6OEk7d5wF0HutcT3dcsvJo,https://api.spotify.com/v1/audio-analysis/6OEk7d5wF0HutcT3dcsvJo,195963,4,N
Babe (Taylor'S Version) (From The Vault),Taylor Swift,2zaU5obwgUqSsoGux9gzqz,0.586,0.737,4,-7.235,1,0.0959,0.0486,3.04e-06,0.121,0.734,167.865,audio_features,2zaU5obwgUqSsoGux9gzqz,spotify:track:2zaU5obwgUqSsoGux9gzqz,https://api.spotify.com/v1/tracks/2zaU5obwgUqSsoGux9gzqz,https://api.spotify.com/v1/audio-analysis/2zaU5obwgUqSsoGux9gzqz,224240,4,N
Happy,Palisades,08AjNp2nJLd6GipoewL2mt,0.387,0.932,6,-5.258,0,0.0886,0.00144,0.0,0.202,0.274,149.896,audio_features,08AjNp2nJLd6GipoewL2mt,spotify:track:08AjNp2nJLd6GipoewL2mt,https://api.spotify.com/v1/tracks/08AjNp2nJLd6GipoewL2mt,https://api.spotify.com/v1/audio-analysis/08AjNp2nJLd6GipoewL2mt,166291,4,N
I'M Sayin',Omarion,5qhlC4Rzals34zxovrPzKp,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,audio_features,5qhlC4Rzals34zxovrPzKp,spotify:track:5qhlC4Rzals34zxovrPzKp,https://api.spotify.com/v1/tracks/5qhlC4Rzals34zxovrPzKp,https://api.spotify.com/v1/audio-analysis/5qhlC4Rzals34zxovrPzKp,256427,4,N
We Fell In Love In October,Girl In Red,2wRZR01iQvOZ6vY83RvIO3,0.603,0.056,7,-18.265,1,0.0429,0.987,0.946,0.118,0.105,128.08,audio_features,2wRZR01iQvOZ6vY83RvIO3,spotify:track:2wRZR01iQvOZ6vY83RvIO3,https://api.spotify.com/v1/tracks/2wRZR01iQvOZ6vY83RvIO3,https://api.spotify.com/v1/audio-analysis/2wRZR01iQvOZ6vY83RvIO3,165462,4,N
Get Low,Dillon Francis,6RxJ4pvcFukcCO1gIWEepw,0.727,0.883,1,-7.471,0,0.0618,0.0264,0.105,0.0613,0.57,101.037,audio_features,6RxJ4pvcFukcCO1gIWEepw,spotify:track:6RxJ4pvcFukcCO1gIWEepw,https://api.spotify.com/v1/tracks/6RxJ4pvcFukcCO1gIWEepw,https://api.spotify.com/v1/audio-analysis/6RxJ4pvcFukcCO1gIWEepw,218985,4,N
Gyalchester,Drake,4Ksbxbc39282gmi2jkjvtn,0.503,0.125,0,-26.591,1,0.0348,0.981,0.946,0.101,0.422,115.934,audio_features,4Ksbxbc39282gmi2jkjvtn,spotify:track:4Ksbxbc39282gmi2jkjvtn,https://api.spotify.com/v1/tracks/4Ksbxbc39282gmi2jkjvtn,https://api.spotify.com/v1/audio-analysis/4Ksbxbc39282gmi2jkjvtn,132684,4,N
Fake Happy,Paramore,2MCL2a4Ij0wTzXjaEXKtOc,0.582,0.629,7,-5.05,1,0.0542,0.0853,0.0,0.475,0.297,139.557,audio_features,2MCL2a4Ij0wTzXjaEXKtOc,spotify:track:2MCL2a4Ij0wTzXjaEXKtOc,https://api.spotify.com/v1/tracks/2MCL2a4Ij0wTzXjaEXKtOc,https://api.spotify.com/v1/audio-analysis/2MCL2a4Ij0wTzXjaEXKtOc,204653,4,N
